,Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
1091,2001-03-11,69.0,90.0,14516,1793,101.2
1092,2001-03-04,69.09,90.0,14513,1793,101.18
1093,2001-02-25,69.21,90.0,14501,1793,101.09
1094,2001-02-18,69.29,90.0,14515,1793,101.19
1095,2001-02-11,69.37,90.0,14516,1793,101.2
1096,2001-02-04,69.46,90.0,14514,1793,101.19
1097,2001-01-28,69.37,90.0,14525,1793,101.26
1098,2001-01-21,70.15,90.0,14525,1793,101.26
1099,2001-01-14,69.23,90.0,14521,1793,101.23
1100,2001-01-07,69.24,90.0,14527,1793,101.28
1101,2000-12-31,76.81,95.0,14528,1793,101.28
1102,2000-12-24,76.7,90.0,14521,1793,101.23
1103,2000-12-17,67.25,90.0,14519,1793,101.22
1104,2000-12-10,66.9,90.0,14519,1793,101.22
1105,2000-12-03,67.2,90.0,14517,1793,101.21
1106,2000-11-26,69.18,90.0,14522,1793,101.24
1107,2000-11-19,67.09,90.0,14508,1793,101.14
1108,2000-11-12,67.29,90.0,14516,1793,101.2
1109,2000-11-05,67.1,90.0,14520,1793,101.23
1110,2000-10-29,67.4,90.0,14519,1793,101.22
1111,2000-10-22,67.39,90.0,14515,1793,101.19
1112,2000-10-15,67.35,90.0,14517,1793,101.21
1113,2000-10-08,67.34,90.0,14518,1793,101.21
1114,2000-10-01,66.75,90.0,14517,1793,101.21
1115,2000-09-24,66.9,90.0,14519,1793,101.22
1116,2000-09-17,66.83,90.0,14515,1793,101.19
1117,2000-09-10,66.8,90.0,14522,1793,101.24
1118,2000-09-03,67.26,90.0,14518,1793,101.21
1119,2000-08-27,66.46,90.0,14512,1793,101.17
1120,2000-08-20,67.04,90.0,14515,1793,101.19
1121,2000-08-13,67.08,90.0,14519,1793,101.22
1122,2000-08-06,67.02,90.0,14518,1793,101.21
1123,2000-07-30,67.1,90.0,14528,1793,101.28
1124,2000-07-23,66.89,90.0,14517,1793,101.21
1125,2000-07-16,66.61,90.0,14511,1793,101.16
1126,2000-07-09,66.78,90.0,14517,1793,101.21
1127,2000-07-02,66.72,90.0,14514,1793,101.19
1128,2000-06-25,66.26,90.0,14508,1793,101.14
1129,2000-06-18,66.44,90.0,14517,1793,101.21
1130,2000-06-11,65.94,90.0,14508,1793,101.14
1131,2000-06-04,66.41,90.0,14521,1793,101.23
1132,2000-05-28,66.34,90.0,14514,1793,101.19
1133,2000-05-21,66.46,90.0,14510,1793,101.16
1134,2000-05-14,66.36,90.0,14513,1793,101.18
1135,2000-05-07,66.11,90.0,14514,1793,101.19
1136,2000-04-30,66.24,90.0,14519,1793,101.22
1137,2000-04-23,66.45,90.0,14518,1793,101.21
1138,2000-04-16,66.14,90.0,14514,1793,101.19
1139,2000-04-09,66.09,90.0,14500,1793,101.09
1140,2000-04-02,66.22,90.0,14509,1793,101.15
1141,2000-03-26,64.71,90.0,14516,1793,101.2
1142,2000-03-19,64.57,90.0,14520,1793,101.23
1143,2000-03-12,64.3,90.0,14514,1793,101.19
1144,2000-03-05,64.37,90.0,14524,1793,101.25
1145,2000-02-27,64.39,90.0,14515,1793,101.19
1146,2000-02-20,64.4,90.0,14527,1793,101.28
1147,2000-02-13,64.61,90.0,14523,1793,101.25
1148,2000-02-06,64.57,90.0,14519,1793,101.22
1149,2000-01-30,64.13,85.0,14520,1793,101.23
1150,2000-01-23,64.13,85.0,14509,1793,101.15
1151,2000-01-16,64.06,85.0,14513,1793,101.18
1152,2000-01-09,63.95,80.0,14508,1793,101.14
1153,2000-01-02,73.97,90.0,14509,1793,101.15
1154,1999-12-26,72.96,90.0,14531,1793,101.3
1155,1999-12-19,62.94,80.0,14522,1793,101.24
1156,1999-12-12,62.72,80.0,14510,1793,101.16
1157,1999-12-05,62.99,80.0,14508,1793,101.14
1158,1999-11-28,64.68,80.0,14514,1793,101.19
1159,1999-11-21,63.36,80.0,16319,1793,101.13
1160,1999-11-14,62.71,80.0,14512,1793,101.17
1161,1999-11-07,62.94,80.0,14518,1793,101.21
1162,1999-10-31,61.73,80.0,14518,1754,103.46
1163,1999-10-24,61.19,80.0,14514,1754,103.44
1164,1999-10-17,61.33,80.0,14502,1754,103.35
1165,1999-10-10,61.04,80.0,14509,1754,103.4
1166,1999-10-03,61.11,80.0,14502,1754,103.35
1167,1999-09-26,61.54,80.0,14381,1754,102.49
1168,1999-09-19,61.53,80.0,14245,1754,101.52
1169,1999-09-12,62.03,80.0,14199,1754,101.19
1170,1999-09-05,61.69,80.0,14196,1754,101.17
1171,1999-08-29,61.61,80.0,14218,1754,101.33
1172,1999-08-22,60.91,80.0,14218,1754,101.33
1173,1999-08-15,61.16,80.0,14212,1754,101.28
1174,1999-08-08,61.82,80.0,14218,1754,101.33
1175,1999-08-01,61.15,80.0,14216,1754,101.31
1176,1999-07-25,61.17,80.0,14222,1754,101.35
1177,1999-07-18,62.0,80.0,14215,1754,101.3
1178,1999-07-11,61.13,80.0,14225,1754,101.38
1179,1999-07-04,61.58,80.0,13327,1754,94.98
1180,1999-06-27,60.68,80.0,14218,1754,101.33
1181,1999-06-20,60.48,80.0,14224,1754,101.37
1182,1999-06-13,60.14,80.0,14216,1754,101.31
1183,1999-06-06,60.19,80.0,14217,1754,101.32
1184,1999-05-30,60.85,80.0,14209,1754,101.26
1185,1999-05-23,60.61,80.0,14210,1754,101.27
1186,1999-05-16,60.45,80.0,14207,1754,101.25
1187,1999-05-09,60.2,80.0,14213,1754,101.29
1188,1999-05-02,60.15,80.0,14209,1754,101.26
1189,1999-04-25,59.47,80.0,14218,1754,101.33
1190,1999-04-18,59.62,80.0,14204,1754,101.23
1191,1999-04-11,59.42,80.0,14206,1754,101.24
1192,1999-03-28,59.36,80.0,14216,1754,101.31
1193,1999-03-21,59.87,80.0,14214,1754,101.3
1194,1999-03-14,59.67,80.0,14212,1754,101.28
1195,1999-03-07,59.39,80.0,14211,1754,101.28
1196,1999-02-28,59.63,80.0,14209,1754,101.26
1197,1999-02-21,59.37,80.0,14211,1754,101.28
1198,1999-02-14,59.46,80.0,14203,1754,101.22
1199,1999-02-07,59.46,80.0,14205,1754,101.23
1200,1999-01-31,59.26,80.0,14199,1754,101.19
1201,1999-01-24,59.39,80.0,14193,1754,101.15
1202,1999-01-17,58.78,80.0,14206,1754,101.24
1203,1999-01-10,59.22,80.0,14195,1754,101.16
1204,1999-01-03,69.64,95.0,14204,1754,101.23
1205,1998-12-27,69.05,80.0,14216,1754,101.31
1206,1998-12-20,58.38,80.0,14191,1745,101.65
1207,1998-12-13,58.56,80.0,15949,1745,101.55
1208,1998-12-06,57.91,80.0,14198,1745,101.7
1209,1998-11-29,59.63,80.0,14204,1745,101.75
1210,1998-11-22,57.82,80.0,14201,1745,101.73
1211,1998-11-15,57.81,80.0,14187,1745,101.63
1212,1998-11-08,58.1,80.0,14202,1745,101.73
1213,1998-11-01,57.97,80.0,14205,1745,101.76
1214,1998-10-25,57.93,80.0,14193,1745,101.67
1215,1998-10-18,57.72,75.0,14193,1745,101.67
1216,1998-10-11,58.13,75.0,14217,1745,101.84
1217,1998-10-04,57.96,75.0,14208,1745,101.78
1218,1998-09-27,57.74,75.0,14211,1745,101.8
1219,1998-09-20,65.67,75.0,14178,1745,90.28
1220,1998-09-13,57.66,75.0,14205,1745,101.76
1221,1998-09-06,57.88,75.0,14208,1745,101.78
1222,1998-08-30,58.04,75.0,14204,1745,101.75
1223,1998-08-23,57.69,75.0,14195,1745,101.68
1224,1998-08-16,57.63,75.0,14203,1745,101.74
1225,1998-08-09,57.52,75.0,14193,1745,101.67
1226,1998-08-02,57.68,75.0,14192,1745,101.66
1227,1998-07-26,57.28,75.0,14196,1745,101.69
1228,1998-07-19,57.66,75.0,14075,1745,100.82
1229,1998-07-12,57.38,75.0,14196,1745,101.69
1230,1998-07-05,57.09,75.0,13202,1745,94.57
1231,1998-06-28,57.22,75.0,14197,1745,101.7
1232,1998-06-21,57.21,75.0,14216,1745,101.83
1233,1998-06-14,56.92,75.0,14189,1745,101.64
1234,1998-06-07,56.88,75.0,14164,1745,101.46
1235,1998-05-31,57.2,75.0,14042,1745,100.59
1236,1998-05-24,57.18,75.0,14094,1745,100.96
1237,1998-05-17,57.14,75.0,14076,1745,100.83
1238,1998-05-10,57.09,75.0,14030,1745,100.5
1239,1998-05-03,56.99,75.0,14090,1745,100.93
1240,1998-04-26,57.03,75.0,14096,1745,100.97
1241,1998-04-19,56.99,75.0,14082,1745,100.87
1242,1998-04-12,57.68,75.0,14120,1745,101.15
1243,1998-04-05,57.14,75.0,14148,1745,101.35
1244,1998-03-29,57.14,75.0,14090,1745,100.93
1245,1998-03-22,56.78,75.0,14099,1745,101.0
1246,1998-03-15,56.61,75.0,14117,1745,101.12
1247,1998-03-08,57.05,75.0,14098,1745,100.99
1248,1998-03-01,57.03,75.0,13997,1745,100.27
1249,1998-02-22,57.18,75.0,14031,1745,100.51
1250,1998-02-15,57.03,75.0,14022,1745,100.44
1251,1998-02-08,57.07,75.0,13992,1745,100.23
1252,1998-02-01,57.22,75.0,14015,1745,100.39
1253,1998-01-25,57.27,75.0,14011,1745,100.37
1254,1998-01-18,56.93,75.0,14007,1745,100.34
1255,1998-01-11,57.06,75.0,14024,1745,100.46
1256,1998-01-04,60.21,75.0,14128,1745,101.2
1257,1997-12-28,61.84,75.0,14131,1745,101.22
1258,1997-12-21,56.58,75.0,14115,1745,101.11
1259,1997-12-14,56.29,75.0,14097,1745,100.98
1260,1997-12-07,56.5,75.0,14103,1745,101.02
1261,1997-11-30,57.56,75.0,14088,1745,100.92
1262,1997-11-23,56.08,75.0,13489,1745,96.63
1263,1997-11-16,56.52,75.0,11397,1745,81.64
1264,1997-11-09,56.42,75.0,13372,1745,95.79
1265,1997-11-02,56.75,75.0,11811,1745,84.61
1266,1997-10-26,58.12,75.0,12460,1745,89.26
1267,1997-10-19,59.26,75.0,10645,1745,87.15
